baker,last_name,series,episode,baker_age,baker_occupation,hometown,technical,result,signature_bake,show_stopper
Sophie,Faldo,8,7,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",3,IN,'Classics with a Twist' Cannoli,'Classics' Sfogliatelle
Sophie,Faldo,8,8,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",4,IN,Char Siu & Banana Praline Bedfordshire Clangers,Citrus with Green Apple Croquembouche Savoy Cake
Sophie,Faldo,8,9,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",1,STAR BAKER,Strawberry & Rhubarb and Chestnut & Vanilla Choux Buns,'Tutu with Opera Filling' Meringue Centrepiece
Sophie,Faldo,8,10,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",2,WINNER,"Spelt Boules, Mushroom Ciabatta and Orange Plaited Brioche",'Ode to the Honey Bee' Entremet
Stacey,Hart,8,1,42,Former school teacher,"Radlett, Hertfordshire",11,IN,Granny Smith Apple and Walnut Cake,'Black Evening Clutch Bag' Cake
Stacey,Hart,8,2,42,Former school teacher,"Radlett, Hertfordshire",9,IN,Sparkly Chocolate and Marshmallow Fluff Cookies,'Get to School' Game
Stacey,Hart,8,3,42,Former school teacher,"Radlett, Hertfordshire",1,IN,Cranberry and Cinnamon Teacakes,'Ascot Hat' Bread Sculpture
Stacey,Hart,8,4,42,Former school teacher,"Radlett, Hertfordshire",1,IN,Rum Salted Caramel Millionaire Shortbreads,Chocolate and Coffee Caramel Cake
Stacey,Hart,8,5,42,Former school teacher,"Radlett, Hertfordshire",4,IN,Bakewell Tart Steamed School Pudding,Tropical Trifle Terrine
Stacey,Hart,8,6,42,Former school teacher,"Radlett, Hertfordshire",6,IN,'Love Theme' Decorative Pies,Indian Hand Raised Pie with Mango
Stacey,Hart,8,7,42,Former school teacher,"Radlett, Hertfordshire",4,IN,My All Time Favourite Desserts,Pastry Surprise
Stacey,Hart,8,8,42,Former school teacher,"Radlett, Hertfordshire",3,STAR BAKER,Camembert & Onion and Apple & Blueberry Bedfordshire Clangers,'Bright' Lemon & Orange Savoy Cake
Stacey,Hart,8,9,42,Former school teacher,"Radlett, Hertfordshire",2,OUT,'Choux-nicorn and Choux-moji' Choux Buns,'Flamingos in Love' Meringue Centrepiece
Stacey,Hart,8,10,42,Former school teacher,"Radlett, Hertfordshire",NA,NA,NA,NA
Steven,Carter-Bailey,8,1,34,Marketer,"Watford, Hertfordshire",6,STAR BAKER,Bonfire Night Cake,'A Baker's Lunch' Cake
Steven,Carter-Bailey,8,2,34,Marketer,"Watford, Hertfordshire",6,STAR BAKER,Amarpressi Biscuits,'Check Bake' Game
Steven,Carter-Bailey,8,3,34,Marketer,"Watford, Hertfordshire",3,IN,Madras Cocktail Teacakes,'The Bag I Knead' Bread Sculpture
Steven,Carter-Bailey,8,4,34,Marketer,"Watford, Hertfordshire",7,IN,Orange Macadamia Nut Millionaire Shortbreads,Caramel Crown Cake
Steven,Carter-Bailey,8,5,34,Marketer,"Watford, Hertfordshire",5,IN,Lemon & Blackcurrant Drizzle Steamed School Pudding,'From Across the Jelly Pond' Trifle Terrine
Steven,Carter-Bailey,8,6,34,Marketer,"Watford, Hertfordshire",3,IN,'Fleetwood Mac' Decorative Pies,Christmas Pie
Steven,Carter-Bailey,8,7,34,Marketer,"Watford, Hertfordshire",1,STAR BAKER,Italian Style Cannoli,'Sicilian-style' Sfogliatelle
Steven,Carter-Bailey,8,8,34,Marketer,"Watford, Hertfordshire",1,IN,'Mediterranean Medley' Bedfordshire Clangers,Chestnut Rum Savoy Cake
Steven,Carter-Bailey,8,9,34,Marketer,"Watford, Hertfordshire",3,IN,Key Lime Cheesecake and Bakewell Tart Choux Buns,'Some Air Over the Rainbow' Meringue Centrepiece
Steven,Carter-Bailey,8,10,34,Marketer,"Watford, Hertfordshire",1,Runner-up,"Spelt & Rye, Toasted Garlic & Fontina and Sweet Chocolate Breads",'Yin Yang' Entremet
Tom,Hetherington,8,1,29,Architect,Edinburgh,7,IN,Gilded Pear and Cardamom Cake,'Stack of Books' Cake
Tom,Hetherington,8,2,29,Architect,Edinburgh,5,IN,Coffee and Amaretto Kisses,'Drain Pipes and Ladders' Game
Tom,Hetherington,8,3,29,Architect,Edinburgh,4,IN,Orange and Cranberry Teacakes,'Pink & Yellow Rose Centrepiece' Bread Sculpture
Tom,Hetherington,8,4,29,Architect,Edinburgh,5,OUT,Stem Ginger Caramel Shortbreads,Hummingbird Cake
Tom,Hetherington,8,5,29,Architect,Edinburgh,NA,NA,NA,NA
Tom,Hetherington,8,6,29,Architect,Edinburgh,NA,NA,NA,NA
Tom,Hetherington,8,7,29,Architect,Edinburgh,NA,NA,NA,NA
Tom,Hetherington,8,8,29,Architect,Edinburgh,NA,NA,NA,NA
Tom,Hetherington,8,9,29,Architect,Edinburgh,NA,NA,NA,NA
Tom,Hetherington,8,10,29,Architect,Edinburgh,NA,NA,NA,NA
Antony,Amourdoux,9,1,30,Banker,London,12,IN,NA,NA
Antony,Amourdoux,9,2,30,Banker,London,9,IN,NA,NA
Antony,Amourdoux,9,3,30,Banker,London,8,OUT,NA,NA
Antony,Amourdoux,9,4,30,Banker,London,NA,NA,NA,NA
Antony,Amourdoux,9,5,30,Banker,London,NA,NA,NA,NA
Antony,Amourdoux,9,6,30,Banker,London,NA,NA,NA,NA
Antony,Amourdoux,9,7,30,Banker,London,NA,NA,NA,NA
Antony,Amourdoux,9,8,30,Banker,London,NA,NA,NA,NA
Antony,Amourdoux,9,9,30,Banker,London,NA,NA,NA,NA
Antony,Amourdoux,9,10,30,Banker,London,NA,NA,NA,NA
Briony,Williams,9,1,33,Full-time parent,Bristol,2,IN,NA,NA
Briony,Williams,9,2,33,Full-time parent,Bristol,5,IN,NA,NA
Briony,Williams,9,3,33,Full-time parent,Bristol,9,IN,NA,NA
Briony,Williams,9,4,33,Full-time parent,Bristol,5,IN,NA,NA
Briony,Williams,9,5,33,Full-time parent,Bristol,6,IN,NA,NA
Briony,Williams,9,6,33,Full-time parent,Bristol,1,STAR BAKER,NA,NA
Briony,Williams,9,7,33,Full-time parent,Bristol,5,IN,NA,NA
Briony,Williams,9,8,33,Full-time parent,Bristol,1,IN,NA,NA
Briony,Williams,9,9,33,Full-time parent,Bristol,3,OUT,NA,NA
Briony,Williams,9,10,33,Full-time parent,Bristol,NA,NA,NA,NA
Dan,Beasley-Harling,9,1,36,Full-time parent,London,4,IN,NA,NA
Dan,Beasley-Harling,9,2,36,Full-time parent,London,3,IN,NA,NA
Dan,Beasley-Harling,9,3,36,Full-time parent,London,6,IN,NA,NA
Dan,Beasley-Harling,9,4,36,Full-time parent,London,1,STAR BAKER,NA,NA
Dan,Beasley-Harling,9,5,36,Full-time parent,London,2,IN,NA,NA
Dan,Beasley-Harling,9,6,36,Full-time parent,London,6,OUT,NA,NA
Dan,Beasley-Harling,9,7,36,Full-time parent,London,NA,NA,NA,NA
Dan,Beasley-Harling,9,8,36,Full-time parent,London,NA,NA,NA,NA
Dan,Beasley-Harling,9,9,36,Full-time parent,London,NA,NA,NA,NA
Dan,Beasley-Harling,9,10,36,Full-time parent,London,NA,NA,NA,NA
Imelda,McCarron,9,1,33,Countryside recreation officer,County Tyrone,11,OUT,NA,NA
Imelda,McCarron,9,2,33,Countryside recreation officer,County Tyrone,NA,NA,NA,NA
Imelda,McCarron,9,3,33,Countryside recreation officer,County Tyrone,NA,NA,NA,NA
Imelda,McCarron,9,4,33,Countryside recreation officer,County Tyrone,NA,NA,NA,NA
Imelda,McCarron,9,5,33,Countryside recreation officer,County Tyrone,NA,NA,NA,NA
Imelda,McCarron,9,6,33,Countryside recreation officer,County Tyrone,NA,NA,NA,NA
Imelda,McCarron,9,7,33,Countryside recreation officer,County Tyrone,NA,NA,NA,NA
Imelda,McCarron,9,8,33,Countryside recreation officer,County Tyrone,NA,NA,NA,NA
Imelda,McCarron,9,9,33,Countryside recreation officer,County Tyrone,NA,NA,NA,NA
Imelda,McCarron,9,10,33,Countryside recreation officer,County Tyrone,NA,NA,NA,NA
Jon,Jenkins,9,1,47,Blood courier,Newport,5,IN,NA,NA
Jon,Jenkins,9,2,47,Blood courier,Newport,1,IN,NA,NA
Jon,Jenkins,9,3,47,Blood courier,Newport,2,IN,NA,NA
Jon,Jenkins,9,4,47,Blood courier,Newport,3,IN,NA,NA
Jon,Jenkins,9,5,47,Blood courier,Newport,7,IN,NA,NA
Jon,Jenkins,9,6,47,Blood courier,Newport,2,IN,NA,NA
Jon,Jenkins,9,7,47,Blood courier,Newport,4,OUT,NA,NA
Jon,Jenkins,9,8,47,Blood courier,Newport,NA,NA,NA,NA
Jon,Jenkins,9,9,47,Blood courier,Newport,NA,NA,NA,NA
Jon,Jenkins,9,10,47,Blood courier,Newport,NA,NA,NA,NA
Karen,Wright,9,1,60,In-store sampling assistant,Wakefield,6,IN,NA,NA
Karen,Wright,9,2,60,In-store sampling assistant,Wakefield,11,IN,NA,NA
Karen,Wright,9,3,60,In-store sampling assistant,Wakefield,5,IN,NA,NA
Karen,Wright,9,4,60,In-store sampling assistant,Wakefield,7,IN,NA,NA
Karen,Wright,9,5,60,In-store sampling assistant,Wakefield,9,OUT,NA,NA
Karen,Wright,9,6,60,In-store sampling assistant,Wakefield,NA,NA,NA,NA
Karen,Wright,9,7,60,In-store sampling assistant,Wakefield,NA,NA,NA,NA
Karen,Wright,9,8,60,In-store sampling assistant,Wakefield,NA,NA,NA,NA
Karen,Wright,9,9,60,In-store sampling assistant,Wakefield,NA,NA,NA,NA
Karen,Wright,9,10,60,In-store sampling assistant,Wakefield,NA,NA,NA,NA
Kim-Joy,Hewlett,9,1,27,Mental health specialist,Leeds,10,IN,NA,NA
Kim-Joy,Hewlett,9,2,27,Mental health specialist,Leeds,4,IN,NA,NA
Kim-Joy,Hewlett,9,3,27,Mental health specialist,Leeds,10,IN,NA,NA
Kim-Joy,Hewlett,9,4,27,Mental health specialist,Leeds,6,IN,NA,NA
Kim-Joy,Hewlett,9,5,27,Mental health specialist,Leeds,4,STAR BAKER,NA,NA
Kim-Joy,Hewlett,9,6,27,Mental health specialist,Leeds,5,IN,NA,NA
Kim-Joy,Hewlett,9,7,27,Mental health specialist,Leeds,6,STAR BAKER,NA,NA
Kim-Joy,Hewlett,9,8,27,Mental health specialist,Leeds,2,IN,NA,NA
Kim-Joy,Hewlett,9,9,27,Mental health specialist,Leeds,2,IN,NA,NA
Kim-Joy,Hewlett,9,10,27,Mental health specialist,Leeds,1,Runner-up,NA,NA
Luke,Thompson,9,1,30,Civil servant/house and techno DJ,Sheffield,8,IN,NA,NA
Luke,Thompson,9,2,30,Civil servant/house and techno DJ,Sheffield,7,OUT,NA,NA
Luke,Thompson,9,3,30,Civil servant/house and techno DJ,Sheffield,NA,NA,NA,NA
Luke,Thompson,9,4,30,Civil servant/house and techno DJ,Sheffield,NA,NA,NA,NA
Luke,Thompson,9,5,30,Civil servant/house and techno DJ,Sheffield,NA,NA,NA,NA
Luke,Thompson,9,6,30,Civil servant/house and techno DJ,Sheffield,NA,NA,NA,NA
Luke,Thompson,9,7,30,Civil servant/house and techno DJ,Sheffield,NA,NA,NA,NA
Luke,Thompson,9,8,30,Civil servant/house and techno DJ,Sheffield,NA,NA,NA,NA
Luke,Thompson,9,9,30,Civil servant/house and techno DJ,Sheffield,NA,NA,NA,NA
Luke,Thompson,9,10,30,Civil servant/house and techno DJ,Sheffield,NA,NA,NA,NA
Manon,Lagrave,9,1,26,Software project manager,London,3,STAR BAKER,NA,NA
Manon,Lagrave,9,2,26,Software project manager,London,6,IN,NA,NA
Manon,Lagrave,9,3,26,Software project manager,London,3,IN,NA,NA
Manon,Lagrave,9,4,26,Software project manager,London,8,IN,NA,NA
Manon,Lagrave,9,5,26,Software project manager,London,5,IN,NA,NA
Manon,Lagrave,9,6,26,Software project manager,London,4,IN,NA,NA
Manon,Lagrave,9,7,26,Software project manager,London,2,IN,NA,NA
Manon,Lagrave,9,8,26,Software project manager,London,4,OUT,NA,NA
Manon,Lagrave,9,9,26,Software project manager,London,NA,NA,NA,NA
Manon,Lagrave,9,10,26,Software project manager,London,NA,NA,NA,NA
Rahul,Mandal,9,1,30,Research scientist,Rotherham,7,IN,NA,NA
Rahul,Mandal,9,2,30,Research scientist,Rotherham,2,STAR BAKER,NA,NA
Rahul,Mandal,9,3,30,Research scientist,Rotherham,4,STAR BAKER,NA,NA
Rahul,Mandal,9,4,30,Research scientist,Rotherham,4,IN,NA,NA
Rahul,Mandal,9,5,30,Research scientist,Rotherham,3,IN,NA,NA
Rahul,Mandal,9,6,30,Research scientist,Rotherham,3,IN,NA,NA
Rahul,Mandal,9,7,30,Research scientist,Rotherham,1,IN,NA,NA
Rahul,Mandal,9,8,30,Research scientist,Rotherham,5,IN,NA,NA
Rahul,Mandal,9,9,30,Research scientist,Rotherham,4,IN,NA,NA
Rahul,Mandal,9,10,30,Research scientist,Rotherham,2,WINNER,NA,NA
Ruby,Bhogal,9,1,29,Project manager,London,1,IN,NA,NA
Ruby,Bhogal,9,2,29,Project manager,London,10,IN,NA,NA
Ruby,Bhogal,9,3,29,Project manager,London,7,IN,NA,NA
Ruby,Bhogal,9,4,29,Project manager,London,2,IN,NA,NA
Ruby,Bhogal,9,5,29,Project manager,London,1,IN,NA,NA
Ruby,Bhogal,9,6,29,Project manager,London,7,IN,NA,NA
Ruby,Bhogal,9,7,29,Project manager,London,3,IN,NA,NA
Ruby,Bhogal,9,8,29,Project manager,London,3,STAR BAKER,NA,NA
Ruby,Bhogal,9,9,29,Project manager,London,1,STAR BAKER,NA,NA
Ruby,Bhogal,9,10,29,Project manager,London,3,Runner-up,NA,NA
Terry,Hartill,9,1,56,Retired air steward,West Midlands,9,IN,NA,NA
Terry,Hartill,9,2,56,Retired air steward,West Midlands,8,IN,NA,NA
Terry,Hartill,9,3,56,Retired air steward,West Midlands,1,IN,NA,NA
Terry,Hartill,9,4,56,Retired air steward,West Midlands,NA,[a],NA,NA
Terry,Hartill,9,5,56,Retired air steward,West Midlands,8,OUT,NA,NA
Terry,Hartill,9,6,56,Retired air steward,West Midlands,NA,NA,NA,NA
Terry,Hartill,9,7,56,Retired air steward,West Midlands,NA,NA,NA,NA
Terry,Hartill,9,8,56,Retired air steward,West Midlands,NA,NA,NA,NA
Terry,Hartill,9,9,56,Retired air steward,West Midlands,NA,NA,NA,NA
Terry,Hartill,9,10,56,Retired air steward,West Midlands,NA,NA,NA,NA
Alice,Fevronia,10,1,28,Geography teacher,Essex,5,IN,NA,NA
Alice,Fevronia,10,2,28,Geography teacher,Essex,1,STAR BAKER,NA,NA
Alice,Fevronia,10,3,28,Geography teacher,Essex,7,IN,NA,NA
Alice,Fevronia,10,4,28,Geography teacher,Essex,8,IN,NA,NA
Alice,Fevronia,10,5,28,Geography teacher,Essex,6,IN,NA,NA
Alice,Fevronia,10,6,28,Geography teacher,Essex,1,IN,NA,NA
Alice,Fevronia,10,7,28,Geography teacher,Essex,6,IN,NA,NA
Alice,Fevronia,10,8,28,Geography teacher,Essex,3,IN,NA,NA
Alice,Fevronia,10,9,28,Geography teacher,Essex,4,STAR BAKER,NA,NA
Alice,Fevronia,10,10,28,Geography teacher,Essex,2,Runner-up,NA,NA
Amelia,LeBruin,10,1,24,Fashion designer,Halifax,4,IN,NA,NA
Amelia,LeBruin,10,2,24,Fashion designer,Halifax,9,IN,NA,NA
Amelia,LeBruin,10,3,24,Fashion designer,Halifax,11,OUT,NA,NA
Amelia,LeBruin,10,4,24,Fashion designer,Halifax,NA,NA,NA,NA
Amelia,LeBruin,10,5,24,Fashion designer,Halifax,NA,NA,NA,NA
Amelia,LeBruin,10,6,24,Fashion designer,Halifax,NA,NA,NA,NA
Amelia,LeBruin,10,7,24,Fashion designer,Halifax,NA,NA,NA,NA
Amelia,LeBruin,10,8,24,Fashion designer,Halifax,NA,NA,NA,NA
Amelia,LeBruin,10,9,24,Fashion designer,Halifax,NA,NA,NA,NA
Amelia,LeBruin,10,10,24,Fashion designer,Halifax,NA,NA,NA,NA
Dan,Chambers,10,1,32,Support worker,Rotherham,9,OUT,NA,NA
Dan,Chambers,10,2,32,Support worker,Rotherham,NA,NA,NA,NA
Dan,Chambers,10,3,32,Support worker,Rotherham,NA,NA,NA,NA
Dan,Chambers,10,4,32,Support worker,Rotherham,NA,NA,NA,NA
Dan,Chambers,10,5,32,Support worker,Rotherham,NA,NA,NA,NA
Dan,Chambers,10,6,32,Support worker,Rotherham,NA,NA,NA,NA
Dan,Chambers,10,7,32,Support worker,Rotherham,NA,NA,NA,NA
Dan,Chambers,10,8,32,Support worker,Rotherham,NA,NA,NA,NA
Dan,Chambers,10,9,32,Support worker,Rotherham,NA,NA,NA,NA
Dan,Chambers,10,10,32,Support worker,Rotherham,NA,NA,NA,NA
David,Atherton,10,1,36,International health adviser,Whitby,10,IN,NA,NA
David,Atherton,10,2,36,International health adviser,Whitby,2,IN,NA,NA
David,Atherton,10,3,36,International health adviser,Whitby,2,IN,NA,NA
David,Atherton,10,4,36,International health adviser,Whitby,2,IN,NA,NA
David,Atherton,10,5,36,International health adviser,Whitby,9,IN,NA,NA
David,Atherton,10,6,36,International health adviser,Whitby,2,IN,NA,NA
David,Atherton,10,7,36,International health adviser,Whitby,2,IN,NA,NA
David,Atherton,10,8,36,International health adviser,Whitby,1,IN,NA,NA
David,Atherton,10,9,36,International health adviser,Whitby,2,IN,NA,NA
David,Atherton,10,10,36,International health adviser,Whitby,1,WINNER,NA,NA
Helena,Garcia,10,1,40,Online project manager,Leeds,12,IN,NA,NA
Helena,Garcia,10,2,40,Online project manager,Leeds,12,IN,NA,NA
Helena,Garcia,10,3,40,Online project manager,Leeds,8,IN,NA,NA
Helena,Garcia,10,4,40,Online project manager,Leeds,9,IN,NA,NA
Helena,Garcia,10,5,40,Online project manager,Leeds,1,OUT,NA,NA
Helena,Garcia,10,6,40,Online project manager,Leeds,NA,NA,NA,NA
Helena,Garcia,10,7,40,Online project manager,Leeds,NA,NA,NA,NA
Helena,Garcia,10,8,40,Online project manager,Leeds,NA,NA,NA,NA
Helena,Garcia,10,9,40,Online project manager,Leeds,NA,NA,NA,NA
Helena,Garcia,10,10,40,Online project manager,Leeds,NA,NA,NA,NA
Henry,Bird,10,1,20,Student,Durham,1,IN,NA,NA
Henry,Bird,10,2,20,Student,Durham,6,IN,NA,NA
Henry,Bird,10,3,20,Student,Durham,1,IN,NA,NA
Henry,Bird,10,4,20,Student,Durham,3,IN,NA,NA
Henry,Bird,10,5,20,Student,Durham,3,IN,NA,NA
Henry,Bird,10,6,20,Student,Durham,4,IN,NA,NA
Henry,Bird,10,7,20,Student,Durham,3,STAR BAKER,NA,NA
Henry,Bird,10,8,20,Student,Durham,5,OUT,NA,NA
Henry,Bird,10,9,20,Student,Durham,NA,NA,NA,NA
Henry,Bird,10,10,20,Student,Durham,NA,NA,NA,NA
Jamie,Finn,10,1,20,Part-time waiter,Surrey,13,IN,NA,NA
Jamie,Finn,10,2,20,Part-time waiter,Surrey,11,OUT,NA,NA
Jamie,Finn,10,3,20,Part-time waiter,Surrey,NA,NA,NA,NA
Jamie,Finn,10,4,20,Part-time waiter,Surrey,NA,NA,NA,NA
Jamie,Finn,10,5,20,Part-time waiter,Surrey,NA,NA,NA,NA
Jamie,Finn,10,6,20,Part-time waiter,Surrey,NA,NA,NA,NA
Jamie,Finn,10,7,20,Part-time waiter,Surrey,NA,NA,NA,NA
Jamie,Finn,10,8,20,Part-time waiter,Surrey,NA,NA,NA,NA
Jamie,Finn,10,9,20,Part-time waiter,Surrey,NA,NA,NA,NA
Jamie,Finn,10,10,20,Part-time waiter,Surrey,NA,NA,NA,NA
Michael,Chakraverty,10,1,26,Theatre manager/fitness instructor,Stratford-upon-Avon,11,IN,NA,NA
Michael,Chakraverty,10,2,26,Theatre manager/fitness instructor,Stratford-upon-Avon,4,IN,NA,NA
Michael,Chakraverty,10,3,26,Theatre manager/fitness instructor,Stratford-upon-Avon,6,STAR BAKER,NA,NA
Michael,Chakraverty,10,4,26,Theatre manager/fitness instructor,Stratford-upon-Avon,7,IN,NA,NA
Michael,Chakraverty,10,5,26,Theatre manager/fitness instructor,Stratford-upon-Avon,8,IN,NA,NA
Michael,Chakraverty,10,6,26,Theatre manager/fitness instructor,Stratford-upon-Avon,6,IN,NA,NA
Michael,Chakraverty,10,7,26,Theatre manager/fitness instructor,Stratford-upon-Avon,5,OUT,NA,NA
Michael,Chakraverty,10,8,26,Theatre manager/fitness instructor,Stratford-upon-Avon,NA,NA,NA,NA
Michael,Chakraverty,10,9,26,Theatre manager/fitness instructor,Stratford-upon-Avon,NA,NA,NA,NA
Michael,Chakraverty,10,10,26,Theatre manager/fitness instructor,Stratford-upon-Avon,NA,NA,NA,NA
Michelle,Evans-Fecci,10,1,35,Print shop administrator,"Tenby, Wales",6,STAR BAKER,NA,NA
Michelle,Evans-Fecci,10,2,35,Print shop administrator,"Tenby, Wales",8,IN,NA,NA
Michelle,Evans-Fecci,10,3,35,Print shop administrator,"Tenby, Wales",5,IN,NA,NA
Michelle,Evans-Fecci,10,4,35,Print shop administrator,"Tenby, Wales",5,IN,NA,NA
Michelle,Evans-Fecci,10,5,35,Print shop administrator,"Tenby, Wales",7,OUT,NA,NA
Michelle,Evans-Fecci,10,6,35,Print shop administrator,"Tenby, Wales",NA,NA,NA,NA
Michelle,Evans-Fecci,10,7,35,Print shop administrator,"Tenby, Wales",NA,NA,NA,NA
Michelle,Evans-Fecci,10,8,35,Print shop administrator,"Tenby, Wales",NA,NA,NA,NA
Michelle,Evans-Fecci,10,9,35,Print shop administrator,"Tenby, Wales",NA,NA,NA,NA
Michelle,Evans-Fecci,10,10,35,Print shop administrator,"Tenby, Wales",NA,NA,NA,NA
Phil,Thorne,10,1,56,HGV driver,Rainham,8,IN,NA,NA
Phil,Thorne,10,2,56,HGV driver,Rainham,3,IN,NA,NA
Phil,Thorne,10,3,56,HGV driver,Rainham,10,IN,NA,NA
Phil,Thorne,10,4,56,HGV driver,Rainham,6,OUT,NA,NA
Phil,Thorne,10,5,56,HGV driver,Rainham,NA,NA,NA,NA
Phil,Thorne,10,6,56,HGV driver,Rainham,NA,NA,NA,NA
Phil,Thorne,10,7,56,HGV driver,Rainham,NA,NA,NA,NA
Phil,Thorne,10,8,56,HGV driver,Rainham,NA,NA,NA,NA
Phil,Thorne,10,9,56,HGV driver,Rainham,NA,NA,NA,NA
Phil,Thorne,10,10,56,HGV driver,Rainham,NA,NA,NA,NA
Priya,O'Shea,10,1,34,Marketing consultant,Leicester,7,IN,NA,NA
Priya,O'Shea,10,2,34,Marketing consultant,Leicester,7,IN,NA,NA
Priya,O'Shea,10,3,34,Marketing consultant,Leicester,4,IN,NA,NA
Priya,O'Shea,10,4,34,Marketing consultant,Leicester,10,IN,NA,NA
Priya,O'Shea,10,5,34,Marketing consultant,Leicester,2,IN,NA,NA
Priya,O'Shea,10,6,34,Marketing consultant,Leicester,7,OUT,NA,NA
Priya,O'Shea,10,7,34,Marketing consultant,Leicester,NA,NA,NA,NA
Priya,O'Shea,10,8,34,Marketing consultant,Leicester,NA,NA,NA,NA
Priya,O'Shea,10,9,34,Marketing consultant,Leicester,NA,NA,NA,NA
Priya,O'Shea,10,10,34,Marketing consultant,Leicester,NA,NA,NA,NA
Rosie,Brandreth-Poynter,10,1,28,Veterinary surgeon,Somerset,2,IN,NA,NA
Rosie,Brandreth-Poynter,10,2,28,Veterinary surgeon,Somerset,5,IN,NA,NA
Rosie,Brandreth-Poynter,10,3,28,Veterinary surgeon,Somerset,9,IN,NA,NA
Rosie,Brandreth-Poynter,10,4,28,Veterinary surgeon,Somerset,4,IN,NA,NA
Rosie,Brandreth-Poynter,10,5,28,Veterinary surgeon,Somerset,5,IN,NA,NA
Rosie,Brandreth-Poynter,10,6,28,Veterinary surgeon,Somerset,5,IN,NA,NA
Rosie,Brandreth-Poynter,10,7,28,Veterinary surgeon,Somerset,1,IN,NA,NA
Rosie,Brandreth-Poynter,10,8,28,Veterinary surgeon,Somerset,2,IN,NA,NA
Rosie,Brandreth-Poynter,10,9,28,Veterinary surgeon,Somerset,1,OUT,NA,NA
Rosie,Brandreth-Poynter,10,10,28,Veterinary surgeon,Somerset,NA,NA,NA,NA
Steph,Blackwell,10,1,28,Shop assistant,Chester,3,IN,NA,NA
Steph,Blackwell,10,2,28,Shop assistant,Chester,10,IN,NA,NA
Steph,Blackwell,10,3,28,Shop assistant,Chester,3,IN,NA,NA
Steph,Blackwell,10,4,28,Shop assistant,Chester,1,STAR BAKER,NA,NA
Steph,Blackwell,10,5,28,Shop assistant,Chester,4,STAR BAKER,NA,NA
Steph,Blackwell,10,6,28,Shop assistant,Chester,3,STAR BAKER,NA,NA
Steph,Blackwell,10,7,28,Shop assistant,Chester,4,IN,NA,NA
Steph,Blackwell,10,8,28,Shop assistant,Chester,4,STAR BAKER,NA,NA
Steph,Blackwell,10,9,28,Shop assistant,Chester,3,IN,NA,NA
Steph,Blackwell,10,10,28,Shop assistant,Chester,3,Runner-up,NA,NA
